Timestamp,Age,Age Group,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
9/25/2022 14:01,17,A,Spotify,4,Yes,No,No,Hip hop,Yes,No,144,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Never,7,0,2,2,Improve,I understand.
9/27/2022 8:17,23,A,Spotify,4,Yes,No,No,Video game music,Yes,Yes,105,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,10,8,10,0,Improve,I understand.
9/27/2022 11:46,18,A,YouTube Music,1,Yes,Yes,Yes,Pop,Yes,No,114,Never,Rarely,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7,1,1,1,Improve,I understand.
9/27/2022 13:32,19,A,Spotify,2,Yes,Yes,No,Pop,Yes,Yes,145,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,5,9,1,7,No effect,I understand.
9/28/2022 17:25,89,C,Spotify,24,Yes,Yes,Yes,Rap,No,No,143,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,0,0,0,0,No effect,I understand.
9/28/2022 19:37,20,A,Spotify,5,Yes,Yes,Yes,R&B,Yes,Yes,128,Very frequently,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,10,6,3,8,Improve,I understand.
9/29/2022 17:54,16,A,Spotify,3,No,Yes,No,Rock,Yes,Yes,90,Rarely,Never,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Never,7,3.5,3.5,5.5,Improve,I understand.
10/2/2022 7:52,17,A,Spotify,4,Yes,Yes,Yes,Country,Yes,Yes,110,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Never,2,0,0,2,Improve,I understand.
10/3/2022 9:30,16,A,Spotify,9,Yes,No,No,Metal,No,Yes,130,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,10,10,10,8,Improve,I understand.
10/3/2022 10:00,20,A,YouTube Music,1,Yes,No,No,Pop,No,Yes,,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,8,9,6,5,Worsen,I understand.
10/3/2022 10:25,30,B,YouTube Music,1,Yes,Yes,No,Rock,Yes,Yes,115,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,9,7,8,4,Improve,I understand.
10/3/2022 10:53,37,B,Spotify,2,Yes,No,No,Folk,Yes,No,186,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,6,4,5,0,Improve,I understand.
10/3/2022 11:30,44,B,YouTube Music,1.5,No,No,No,Folk,No,No,99,Rarely,Very frequently,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,8,5,9,4,Improve,I understand.
10/3/2022 13:01,21,A,Spotify,2,Yes,Yes,No,Metal,Yes,Yes,150,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Rarely,3,7,0,0,Improve,I understand.
10/3/2022 13:47,19,A,Spotify,4,Yes,Yes,No,Pop,Yes,No,149,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,9,1,0,9,Improve,I understand.
10/3/2022 15:38,23,A,Spotify,1,Yes,Yes,No,Rock,Yes,Yes,,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,8,6,1,4,Improve,I understand.
10/3/2022 16:43,26,A,Spotify,1,No,No,No,Country,Yes,No,120,Sometimes,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,4,1,1,6,Improve,I understand.
10/3/2022 20:03,18,A,Spotify,3,Yes,No,No,Video game music,Yes,Yes,140,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,6,5,3,1,No effect,I understand.
10/4/2022 0:48,35,B,Spotify,4,Yes,Yes,Yes,Hip hop,Yes,No,90,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,7,8,6,5,Improve,I understand.
10/4/2022 4:50,16,A,Spotify,8,Yes,Yes,Yes,Rock,Yes,No,120,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,8,9,5,10,Improve,I understand.
10/4/2022 8:12,19,A,Spotify,5,Yes,No,No,Metal,Yes,Yes,210,Never,Never,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8,6,7,0,Improve,I understand.
10/4/2022 8:53,23,A,I do not use a streaming service.,3,Yes,No,No,Rock,No,No,,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,10,5,2,0,Improve,I understand.
10/4/2022 14:50,17,A,YouTube Music,8,Yes,No,No,Pop,Yes,Yes,95,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Rarely,Rarely,Very frequently,5,2,4,7,No effect,I understand.
10/4/2022 19:33,29,A,Apple Music,1,No,No,No,Country,Yes,No,163,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,9,3,2,0,No effect,I understand.
10/4/2022 19:43,21,A,Spotify,4,Yes,Yes,Yes,Pop,No,No,97,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,4,6,3,4,Improve,I understand.
10/5/2022 8:58,17,A,Spotify,1,No,No,No,Metal,Yes,Yes,137,Sometimes,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,9,8,4,0,Improve,I understand.
10/5/2022 12:30,23,A,Spotify,2,No,No,No,Rock,Yes,Yes,,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Never,5,7,10,2,No effect,I understand.
10/6/2022 3:35,17,A,Spotify,1,Yes,Yes,No,Metal,Yes,Yes,70,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,8,3,9,2,No effect,I understand.
10/6/2022 9:17,22,A,Spotify,3,Yes,No,No,Video game music,Yes,Yes,150,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Very frequently,10,10,6,8,Improve,I understand.
10/9/2022 22:15,17,A,Spotify,5,Yes,No,No,Hip hop,Yes,No,168,Rarely,Sometimes,Very frequently,Never,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,7,7,5,5,Improve,I understand.
10/11/2022 15:46,19,A,Spotify,5,Yes,Yes,No,Pop,Yes,Yes,163,Very frequently,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,10,8,1,0,Improve,I understand.
10/14/2022 18:01,19,A,Spotify,4,Yes,No,No,Pop,Yes,Yes,140,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,8,6,2,0,Improve,I understand.
10/14/2022 20:42,16,A,Spotify,6,Yes,No,No,Pop,Yes,Yes,105,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,10,7,6,10,Improve,I understand.
10/15/2022 14:00,19,A,Spotify,6,Yes,No,No,Pop,Yes,Yes,78,Rarely,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,6,6,8,0,Improve,I understand.
10/22/2022 15:20,13,A,Spotify,1,Yes,No,No,Video game music,Yes,No,128,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Sometimes,Very frequently,10,10,8,4,Worsen,I understand.
10/23/2022 20:50,18,A,Apple Music,18,Yes,No,No,EDM,Yes,No,90,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,9,8,5,10,Improve,I understand.
10/26/2022 19:45,26,A,YouTube Music,1,Yes,No,No,Metal,Yes,Yes,136,Sometimes,Rarely,Sometimes,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Never,Rarely,0,0,0,0,No effect,I understand.
10/30/2022 7:24,14,A,Other streaming service,7,Yes,Yes,No,Country,Yes,No,108,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,7,3,1,2,Improve,I understand.
10/30/2022 13:13,21,A,I do not use a streaming service.,0.5,No,No,No,Pop,Yes,No,95,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Very frequently,Sometimes,Sometimes,Very frequently,Never,6,2,2,0,Improve,I understand.
10/30/2022 13:15,21,A,Spotify,2,Yes,No,No,R&B,Yes,Yes,147,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,7,6,4,6,Improve,I understand.
10/30/2022 14:37,17,A,Spotify,2,Yes,Yes,No,Rock,Yes,Yes,120,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,7,6,0,9,Improve,I understand.
11/1/2022 22:26,18,A,Spotify,1,Yes,Yes,No,Pop,Yes,Yes,160,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Sometimes,Sometimes,3,2,2,5,Improve,I understand.
11/3/2022 23:24,19,A,Other streaming service,6,Yes,No,Yes,Rap,Yes,No,120,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,2,2,2,2,Improve,I understand.
11/4/2022 17:31,19,A,Spotify,5,Yes,Yes,No,Classical,No,No,170,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,2,3,2,1,Improve,I understand.
11/9/2022 1:55,29,A,YouTube Music,2,Yes,No,No,Hip hop,Yes,Yes,98,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,2,2,2,5,Improve,I understand.
8/27/2022 19:29,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 19:57,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:28,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:40,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:56,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 22:00,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 19:29,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 19:57,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:28,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:40,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:54,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 21:56,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 22:00,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 22:18,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 22:33,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 22:44,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 22:51,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:00,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:12,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:16,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:19,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:39,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:39,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:40,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:41,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/27/2022 23:43,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 0:28,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 1:39,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 3:19,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 4:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 4:38,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 4:40,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 5:05,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 5:16,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 8:36,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 10:30,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 10:38,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 10:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 10:59,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:13,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:25,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:27,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:36,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:39,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:50,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:55,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 11:58,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:12,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:23,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:30,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:37,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:39,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:52,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:53,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 12:54,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:01,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:05,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:09,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:18,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:22,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:22,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:34,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:34,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:42,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:43,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:46,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:48,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:55,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:57,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 13:59,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:00,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:01,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:02,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:07,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:12,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:18,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:24,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:25,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:26,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:29,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:30,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:38,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:41,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:45,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:49,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:51,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:58,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 14:59,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:02,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:03,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:03,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:07,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:09,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:22,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:32,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 15:41,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:07,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:07,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:23,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:27,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:30,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:30,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:32,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:34,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:37,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:37,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:53,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 16:58,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:14,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:15,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:19,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:27,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:33,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:37,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:40,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:41,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:43,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 17:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
